Date,Store,Dept,Weekly_Sales
2012-11-09,1,42,8472.757399999995
2012-11-09,1,44,6015.707499999997
2012-11-09,1,46,18186.01109999999
2012-11-09,1,48,1860.46
2012-11-09,1,49,9799.982499999998
2012-11-09,1,52,2165.5332000000003
2012-11-09,1,55,22439.681100000013
2012-11-09,1,56,1265.3048000000003
2012-11-09,1,58,3711.706999999999
2012-11-09,1,59,756.6020000000003
2012-11-09,1,60,1196.6799999999996
2012-11-09,1,67,6202.547399999999
2012-11-09,1,71,2405.219
2012-11-09,1,72,46399.903600000005
2012-11-09,1,74,9947.372899999998
2012-11-09,1,79,40696.81749999998
2012-11-09,1,80,19460.676399999982
2012-11-09,1,81,31343.19629999998
2012-11-09,1,82,20287.470800000017
2012-11-09,1,83,6225.734899999999
2012-11-09,1,85,2988.7690999999995
2012-11-09,1,87,55640.80169999996
2012-11-09,1,90,92312.0004
2012-11-09,1,91,72610.15500000004
2012-11-09,1,92,100000.0
2012-11-09,1,93,83406.42599999993
2012-11-09,1,94,62227.205100000014
2012-11-09,1,95,100000.0
2012-11-09,1,96,33045.631799999996
2012-11-09,1,97,36849.275
2012-11-09,1,98,13205.719899999998
2012-11-09,1,99,63.130700000000054
2012-11-16,1,1,19682.040400000013
2012-11-16,1,2,44607.53909999998
2012-11-16,1,3,11235.9429
2012-11-16,1,4,38640.579900000026
2012-11-16,1,5,28995.73640000002
2012-11-16,1,6,3671.5702000000024
2012-11-16,1,7,25292.714500000006
2012-11-16,1,8,36464.56229999998
2012-11-16,1,9,35028.89569999999
2012-11-16,1,10,31708.98459999999
2012-11-16,1,11,26572.427200000016
2012-11-16,1,12,8767.346999999994
2012-11-16,1,13,37900.174800000015
2012-11-16,1,14,17194.518399999994
2012-11-16,1,16,5687.149
2012-11-16,1,17,9586.930299999996
2012-11-16,1,18,12969.587499999998
2012-11-16,1,19,967.2225000000005
2012-11-16,1,20,3573.0128999999993
2012-11-16,1,21,8527.379000000003
2012-11-16,1,22,7499.616800000002
2012-11-16,1,23,22969.0826
2012-11-16,1,24,6303.765599999997
2012-11-16,1,25,10253.4675
2012-11-16,1,26,7339.471200000004
2012-11-16,1,27,1849.0569000000019
2012-11-16,1,28,719.9856000000004
2012-11-16,1,29,5557.7551
2012-11-16,1,30,2348.799900000001
2012-11-16,1,31,1578.8165999999992
2012-11-16,1,32,6247.1489
2012-11-16,1,33,5914.637099999998
2012-11-16,1,34,11980.294099999997
2012-11-16,1,35,2568.9588999999987
2012-11-16,1,36,1941.5440000000006
2012-11-16,1,37,2721.248800000001
2012-11-16,1,38,77603.9583
2012-11-16,1,40,59687.18769999999
2012-11-16,1,41,1275.8755
2012-11-16,1,42,7726.691299999997
2012-11-16,1,44,5970.557
2012-11-16,1,46,17754.32249999999
2012-11-16,1,48,2020.2892
2012-11-16,1,49,10022.775399999995
2012-11-16,1,52,2121.1019000000006
2012-11-16,1,54,37.51100000000004
2012-11-16,1,55,19269.50710000001
2012-11-16,1,56,1011.6787000000005
2012-11-16,1,58,3824.4693999999995
2012-11-16,1,59,806.1304000000003
2012-11-16,1,60,890.0399999999997
2012-11-16,1,67,6656.647000000001
2012-11-16,1,71,2488.5831000000007
2012-11-16,1,72,44877.78179999999
2012-11-16,1,74,9772.879700000001
2012-11-16,1,79,32702.024900000008
2012-11-16,1,80,19021.806699999997
2012-11-16,1,81,30459.23769999999
2012-11-16,1,82,20528.651899999993
2012-11-16,1,83,5740.538200000002
2012-11-16,1,85,3174.106099999999
2012-11-16,1,87,47956.10899999997
2012-11-16,1,90,93681.37810000003
2012-11-16,1,91,68258.23140000002
2012-11-16,1,92,100000.0
2012-11-16,1,93,84012.82029999996
2012-11-16,1,94,61675.28839999999
2012-11-16,1,95,100000.0
2012-11-16,1,96,31454.724899999987
2012-11-16,1,97,36922.92010000001
2012-11-16,1,98,14559.071400000008
2012-11-23,1,1,21097.891300000007
2012-11-23,1,2,45663.39489999998
2012-11-23,1,3,10294.009400000004
2012-11-23,1,4,45191.71860000003
2012-11-23,1,5,72297.92120000003
2012-11-23,1,6,19721.5922
2012-11-23,1,7,78810.26049999997
2012-11-23,1,8,36774.7936
2012-11-23,1,9,41237.31870000001
2012-11-23,1,10,31364.04319999999
2012-11-23,1,11,28358.774000000023
2012-11-23,1,12,9196.477199999994
2012-11-23,1,13,37792.33219999998
2012-11-23,1,14,55849.29380000001
2012-11-23,1,16,8278.458599999998
2012-11-23,1,17,12324.733499999998
2012-11-23,1,18,27031.946500000005
2012-11-23,1,19,1109.4075999999993
2012-11-23,1,20,5120.514400000002
2012-11-23,1,21,9803.300400000006
2012-11-23,1,22,17386.181800000013
2012-11-23,1,23,32232.437000000024
2012-11-23,1,24,14187.468699999996
2012-11-23,1,25,12315.763299999986
2012-11-23,1,26,8928.515700000004
2012-11-23,1,27,2033.172700000003
2012-11-23,1,28,813.0191
2012-11-23,1,29,5726.377700000005
2012-11-23,1,30,2685.2030999999993
2012-11-23,1,31,1598.5487999999996
2012-11-23,1,32,9419.855199999996
2012-11-23,1,33,10430.123699999986
2012-11-23,1,34,14713.324700000006
2012-11-23,1,35,2907.1785999999975
2012-11-23,1,36,2555.719400000001
2012-11-23,1,37,2685.0213000000012
2012-11-23,1,38,62709.3312
2012-11-23,1,40,59494.77259999998
2012-11-23,1,41,2420.971000000002
2012-11-23,1,42,7606.0307999999995
2012-11-23,1,44,7223.8094999999985
2012-11-23,1,46,18458.389500000016
2012-11-23,1,48,3768.7094999999995
2012-11-23,1,49,8965.190700000001
2012-11-23,1,52,3143.8138
2012-11-23,1,54,53.18180000000006
2012-11-23,1,55,40771.098000000005
2012-11-23,1,56,1387.8591999999992
2012-11-23,1,58,4136.7794
2012-11-23,1,59,1373.059699999999
2012-11-23,1,60,936.6780000000005
2012-11-23,1,67,6951.412400000001
2012-11-23,1,71,4817.128499999998
2012-11-23,1,72,94952.1503
2012-11-23,1,74,17676.32459999998
2012-11-23,1,79,32175.55949999999
2012-11-23,1,80,18882.468600000007
2012-11-23,1,81,30300.45040000001
2012-11-23,1,82,21966.974700000002
2012-11-23,1,83,5238.473199999997
2012-11-23,1,85,3659.998599999998
2012-11-23,1,87,47707.4228
2012-11-23,1,90,94773.0527
2012-11-23,1,91,60905.05799999999
2012-11-23,1,92,100000.0
2012-11-23,1,93,83050.0507
2012-11-23,1,94,69453.66309999999
2012-11-23,1,95,100000.0
2012-11-23,1,96,38038.49200000002
2012-11-23,1,97,34683.34620000002
2012-11-23,1,98,18909.770700000005
2012-11-23,1,99,3104.0001
2012-11-30,1,1,34935.4996
2012-11-30,1,2,46164.53009999996
2012-11-30,1,3,9819.8734
2012-11-30,1,4,43545.88590000002
2012-11-30,1,5,46990.63010000002
2012-11-30,1,6,8520.455400000003
2012-11-30,1,7,51046.204299999954
2012-11-30,1,8,38280.4545
2012-11-30,1,9,39790.869600000005
2012-11-30,1,10,30778.318299999988
2012-11-30,1,11,25908.33660000001
2012-11-30,1,12,8075.920699999996
2012-11-30,1,13,36842.75149999999
2012-11-30,1,14,37679.97850000001
2012-11-30,1,16,7338.852099999998
2012-11-30,1,17,11866.966000000004
2012-11-30,1,18,25312.659600000003
2012-11-30,1,19,1250.9037999999994
2012-11-30,1,20,4326.281
2012-11-30,1,21,8797.063600000001
2012-11-30,1,22,11327.655499999995
2012-11-30,1,23,26487.78790000001
2012-11-30,1,24,10036.799600000006
2012-11-30,1,25,11185.441099999998
2012-11-30,1,26,6606.3901000000005
2012-11-30,1,27,1844.1934000000015
2012-11-30,1,28,856.8372000000004
2012-11-30,1,29,5480.595899999999
2012-11-30,1,30,2606.733399999999
2012-11-30,1,31,1519.5435999999993
2012-11-30,1,32,7660.497999999998
2012-11-30,1,33,7427.185899999999
2012-11-30,1,34,14058.971600000012
2012-11-30,1,35,2666.8905
2012-11-30,1,36,2306.2270999999996
2012-11-30,1,37,2469.3698
2012-11-30,1,38,68556.36129999998
2012-11-30,1,40,58979.36540000002
2012-11-30,1,41,1902.0624000000003
2012-11-30,1,42,7435.107300000001
2012-11-30,1,44,7073.198699999996
2012-11-30,1,45,29.044399999999992
2012-11-30,1,46,17730.1717
2012-11-30,1,48,3174.8600999999994
2012-11-30,1,49,9189.368199999995
2012-11-30,1,52,2661.0793000000012
2012-11-30,1,54,59.23620000000006
2012-11-30,1,55,29429.499000000025
2012-11-30,1,56,964.5358999999995
2012-11-30,1,58,4049.7493999999992
2012-11-30,1,59,1890.5760999999995
2012-11-30,1,60,960.3380000000001
2012-11-30,1,67,7089.751100000005
2012-11-30,1,71,3193.1337
2012-11-30,1,72,59623.43440000002
2012-11-30,1,74,10664.794799999996
2012-11-30,1,79,30498.559800000025
2012-11-30,1,80,18378.97600000001
2012-11-30,1,81,29547.096300000012
2012-11-30,1,82,20402.946300000003
2012-11-30,1,83,5148.876599999997
2012-11-30,1,85,3811.9224999999983
2012-11-30,1,87,48047.163900000014
2012-11-30,1,90,87698.09689999999
2012-11-30,1,91,58516.69959999999
2012-11-30,1,92,100000.0
2012-11-30,1,93,75404.1699
2012-11-30,1,94,68906.3211
2012-11-30,1,95,99854.40580000001
2012-11-30,1,96,34823.270399999994
2012-11-30,1,97,32705.386200000023
2012-11-30,1,98,16425.748500000016
2012-11-30,1,99,3021.245
2012-12-07,1,1,51824.729999999974
2012-12-07,1,2,49006.94790000002
2012-12-07,1,3,13363.2124
2012-12-07,1,4,41992.68670000002
2012-12-07,1,5,55692.21579999998
2012-12-07,1,6,11512.950299999999
2012-12-07,1,7,65556.9376
2012-12-07,1,8,51274.97050000002
2012-12-07,1,9,37909.251299999974
2012-12-07,1,10,31223.6273
2012-12-07,1,11,30819.366000000016
2012-12-07,1,12,10616.0404
2012-12-07,1,13,41301.452699999994
2012-12-07,1,14,43325.331900000034
2012-12-07,1,16,8967.389700000002
2012-12-07,1,17,18076.1137
2012-12-07,1,18,71312.05160000004
2012-12-07,1,19,1397.4616999999992
2012-12-07,1,20,4462.6352000000015
2012-12-07,1,21,9796.1992
2012-12-07,1,22,10452.892100000005
2012-12-07,1,23,40716.7219
2012-12-07,1,24,15006.4615
2012-12-07,1,25,11832.587000000001
2012-12-07,1,26,7983.331699999997
2012-12-07,1,27,5931.957200000001
2012-12-07,1,28,749.4348000000006
2012-12-07,1,29,11759.867299999998
2012-12-07,1,30,2432.5417999999986
2012-12-07,1,31,4659.377600000001
2012-12-07,1,32,25839.014299999977
2012-12-07,1,33,18928.937200000015
2012-12-07,1,34,12945.635000000002
2012-12-07,1,35,2760.625099999999
2012-12-07,1,36,1860.0924000000011
2012-12-07,1,37,2759.7329999999993
2012-12-07,1,38,83003.75180000001
2012-12-07,1,40,61851.05359999998
2012-12-07,1,41,1566.7211000000004
2012-12-07,1,42,7274.1515999999965
2012-12-07,1,44,7121.188099999996
2012-12-07,1,45,20.343600000000023
2012-12-07,1,46,36348.21939999998
2012-12-07,1,48,2050.703
2012-12-07,1,49,10251.721299999996
2012-12-07,1,52,2772.089600000001
2012-12-07,1,54,62.597200000000065
2012-12-07,1,55,21049.507800000007
2012-12-07,1,56,1790.8678999999995
2012-12-07,1,58,4080.9760999999994
2012-12-07,1,59,5714.68
2012-12-07,1,60,1500.7019999999998
2012-12-07,1,67,9390.730700000004
2012-12-07,1,71,2774.5461000000005
2012-12-07,1,72,57454.46260000004
2012-12-07,1,74,10079.3579
2012-12-07,1,79,42108.4747
2012-12-07,1,80,20706.06930000001
2012-12-07,1,81,33077.6514
2012-12-07,1,82,44986.69700000003
2012-12-07,1,83,5954.022699999998
2012-12-07,1,85,5670.5985000000055
2012-12-07,1,87,58644.47190000001
2012-12-07,1,90,94650.79250000004
2012-12-07,1,91,72138.9808
2012-12-07,1,92,100000.0
2012-12-07,1,93,85712.97639999999
2012-12-07,1,94,62339.29760000002
2012-12-07,1,95,100000.0
2012-12-07,1,96,35330.12099999998
2012-12-07,1,97,38573.881999999976
2012-12-07,1,98,14024.644900000005
2012-12-07,1,99,1538.7325
2012-12-14,1,1,44947.063899999994
2012-12-14,1,2,49701.42049999997
2012-12-14,1,3,12266.575900000002
2012-12-14,1,4,38152.29480000002
2012-12-14,1,5,43351.602799999986
2012-12-14,1,6,7420.371600000005
2012-12-14,1,7,64895.247199999954
2012-12-14,1,8,36720.323199999984
2012-12-14,1,9,27659.3243
2012-12-14,1,10,30089.008400000002
2012-12-14,1,11,30337.20300000001
2012-12-14,1,12,7787.813599999997
2012-12-14,1,13,36743.23229999999
2012-12-14,1,14,24887.1192
2012-12-14,1,16,5200.6178
2012-12-14,1,17,11286.011800000004
2012-12-14,1,18,32141.290100000017
2012-12-14,1,19,1446.0866999999992
2012-12-14,1,20,3300.341900000003
2012-12-14,1,21,9338.452700000005
2012-12-14,1,22,10881.597099999995
2012-12-14,1,23,31732.752000000015
2012-12-14,1,24,10856.5063
2012-12-14,1,25,11407.739900000004
2012-12-14,1,26,8113.322799999998
2012-12-14,1,27,3222.742900000002
2012-12-14,1,28,757.4195
2012-12-14,1,29,6880.830799999999
2012-12-14,1,30,2436.2356
2012-12-14,1,31,3854.9633000000003
2012-12-14,1,32,14271.3247
2012-12-14,1,33,10682.5814
2012-12-14,1,34,13368.648800000003
2012-12-14,1,35,2693.7436999999995
2012-12-14,1,36,2410.231999999999
2012-12-14,1,37,2464.1181
2012-12-14,1,38,76452.5517
2012-12-14,1,40,60605.56690000001
2012-12-14,1,41,1536.4807000000008
2012-12-14,1,42,6594.941799999998
2012-12-14,1,44,6905.048999999998
2012-12-14,1,46,29646.871600000002
2012-12-14,1,48,2223.38
2012-12-14,1,49,9682.289999999997
2012-12-14,1,52,2704.5913
2012-12-14,1,54,54.66720000000006
2012-12-14,1,55,20852.207900000012
2012-12-14,1,56,1463.1154999999987
2012-12-14,1,58,4264.4594
2012-12-14,1,59,3538.1030999999984
2012-12-14,1,60,1473.7620000000002
2012-12-14,1,67,8785.9951
2012-12-14,1,71,2781.8493999999996
2012-12-14,1,72,57671.23910000003
2012-12-14,1,74,9686.096800000001
2012-12-14,1,79,32700.371299999995
2012-12-14,1,80,19035.178700000004
2012-12-14,1,81,30600.892200000002
2012-12-14,1,82,31401.50109999999
2012-12-14,1,83,5981.050899999999
2012-12-14,1,85,5771.829500000004
2012-12-14,1,87,47150.99989999998
2012-12-14,1,90,93651.2022000001
2012-12-14,1,91,67785.92679999997
2012-12-14,1,92,100000.0
2012-12-14,1,93,78208.9961
2012-12-14,1,94,56957.12729999999
2012-12-14,1,95,99936.7695
2012-12-14,1,96,31537.143300000007
2012-12-14,1,97,37103.47950000001
2012-12-14,1,98,14597.445100000006
2012-12-14,1,99,966.6093999999998
2012-12-21,1,1,58574.20110000004
2012-12-21,1,2,55707.96400000002
2012-12-21,1,3,12707.343799999999
2012-12-21,1,4,42970.23280000002
2012-12-21,1,5,67577.00860000004
2012-12-21,1,6,14959.043399999999
2012-12-21,1,7,85173.83859999999
2012-12-21,1,8,44903.99769999999
2012-12-21,1,9,37969.175999999985
2012-12-21,1,10,31109.35909999998
2012-12-21,1,11,29640.3051
2012-12-21,1,12,9764.980099999997
2012-12-21,1,13,37125.856600000014
2012-12-21,1,14,47586.32549999999
2012-12-21,1,16,6726.842100000001
2012-12-21,1,17,18796.341299999993
2012-12-21,1,18,39595.825400000016
2012-12-21,1,19,1998.7453000000003
2012-12-21,1,20,4579.794000000002
2012-12-21,1,21,10858.742299999998
2012-12-21,1,22,12783.545199999999
2012-12-21,1,23,54997.655099999996
2012-12-21,1,24,14153.339499999993
2012-12-21,1,25,12849.450700000009
2012-12-21,1,26,9632.522399999998
2012-12-21,1,27,5781.561499999999
2012-12-21,1,28,852.3909000000006
2012-12-21,1,29,11058.16929999999
2012-12-21,1,30,2284.1986000000006
2012-12-21,1,31,5950.763999999998
2012-12-21,1,32,46058.92349999999
2012-12-21,1,33,17433.772200000003
2012-12-21,1,34,13075.104
2012-12-21,1,35,3027.400599999998
2012-12-21,1,36,3072.1018
2012-12-21,1,37,2700.455300000001
2012-12-21,1,38,70267.50260000004
2012-12-21,1,40,60372.72859999999
2012-12-21,1,41,2144.864900000001
2012-12-21,1,42,7153.041399999996
2012-12-21,1,44,7248.3475999999955
2012-12-21,1,46,45900.39139999998
2012-12-21,1,47,-45.91479999999999
2012-12-21,1,48,3091.5240000000003
2012-12-21,1,49,9654.438399999997
2012-12-21,1,52,2867.4388
2012-12-21,1,54,92.56380000000003
2012-12-21,1,55,26435.345000000005
2012-12-21,1,56,1003.0050999999995
2012-12-21,1,58,4176.909100000001
2012-12-21,1,59,10053.029899999996
2012-12-21,1,60,1356.6080000000009
2012-12-21,1,67,12698.304200000008
2012-12-21,1,71,3317.3368999999984
2012-12-21,1,72,68907.5467
2012-12-21,1,74,12327.943699999998
2012-12-21,1,79,31764.801700000047
2012-12-21,1,80,19779.329200000015
2012-12-21,1,81,30510.99979999999
2012-12-21,1,82,51379.568700000054
2012-12-21,1,83,5537.772299999998
2012-12-21,1,85,6855.335900000008
2012-12-21,1,87,48679.37909999998
2012-12-21,1,90,89932.43870000001
2012-12-21,1,91,64163.193599999955
2012-12-21,1,92,100000.0
2012-12-21,1,93,80650.9632
2012-12-21,1,94,66398.92650000002
2012-12-21,1,95,100000.0
2012-12-21,1,96,36433.907899999984
2012-12-21,1,97,37216.40860000001
2012-12-21,1,98,16899.944600000017
2012-12-21,1,99,1587.4493
2012-12-28,1,1,22771.842100000013
2012-12-28,1,2,49038.5501
2012-12-28,1,3,11010.868599999994
2012-12-28,1,4,40259.55090000005
2012-12-28,1,5,60727.25969999999
2012-12-28,1,6,15903.905700000018
2012-12-28,1,7,47039.02549999997
2012-12-28,1,8,37271.085999999974
2012-12-28,1,9,32682.300099999993
2012-12-28,1,10,31583.56569999997
2012-12-28,1,11,26121.36170000001
2012-12-28,1,12,8053.856799999998
2012-12-28,1,13,36720.573800000035
2012-12-28,1,14,38211.03100000003
2012-12-28,1,16,5363.562700000001
2012-12-28,1,17,12516.183599999991
2012-12-28,1,18,18349.4162
2012-12-28,1,19,1608.2138000000004
2012-12-28,1,20,4555.827000000004
2012-12-28,1,21,8450.477200000001
2012-12-28,1,22,13889.185000000003
2012-12-28,1,23,29470.161800000005
2012-12-28,1,24,13028.4412
2012-12-28,1,25,10417.479000000007
2012-12-28,1,26,9941.299799999997
2012-12-28,1,27,2320.572399999998
2012-12-28,1,28,772.8697999999999
2012-12-28,1,29,7097.844499999997
2012-12-28,1,30,2411.5816000000004
2012-12-28,1,31,2247.022899999999
2012-12-28,1,32,12683.371899999986
2012-12-28,1,33,6032.885800000001
2012-12-28,1,34,11789.520899999996
2012-12-28,1,35,2740.433099999999
2012-12-28,1,36,2756.2847999999994
2012-12-28,1,37,2637.6568999999995
2012-12-28,1,38,67914.58700000006
2012-12-28,1,40,58699.38119999997
2012-12-28,1,41,2215.4893000000006
2012-12-28,1,42,7044.4662
2012-12-28,1,44,6174.612200000002
2012-12-28,1,46,27278.271199999996
2012-12-28,1,48,2736.3028999999997
2012-12-28,1,49,11906.876099999989
2012-12-28,1,52,2694.1375999999996
2012-12-28,1,54,92.30700000000004
2012-12-28,1,55,37910.08160000001
2012-12-28,1,56,794.4938000000001
2012-12-28,1,58,3901.6493999999993
2012-12-28,1,59,5465.893900000003
2012-12-28,1,60,729.0439999999998
2012-12-28,1,67,8222.344799999995
2012-12-28,1,71,3820.6052000000036
2012-12-28,1,72,79961.50720000001
2012-12-28,1,74,13848.941599999998
2012-12-28,1,79,29542.486100000024
2012-12-28,1,80,18026.453100000013
2012-12-28,1,81,27958.561499999967
2012-12-28,1,82,36242.76699999997
2012-12-28,1,83,5083.435599999999
2012-12-28,1,85,4498.633199999996
2012-12-28,1,87,48306.27849999999
2012-12-28,1,90,84187.46329999999
2012-12-28,1,91,54486.868699999955
2012-12-28,1,92,100000.0
2012-12-28,1,93,58440.6253
2012-12-28,1,94,52413.29720000001
2012-12-28,1,95,96151.34820000007
2012-12-28,1,96,36102.3434
2012-12-28,1,97,34066.666700000016
2012-12-28,1,98,15604.489300000014
2012-12-28,1,99,543.9707
2013-01-04,1,1,17893.83949999998
2013-01-04,1,2,45708.012699999985
2013-01-04,1,3,12583.8953
2013-01-04,1,4,38110.405900000034
2013-01-04,1,5,26425.360500000003
2013-01-04,1,6,2382.438999999999
2013-01-04,1,7,11815.291700000007
2013-01-04,1,8,38526.7611
2013-01-04,1,9,17687.3903
2013-01-04,1,10,26156.034000000003
2013-01-04,1,11,24317.944100000026
2013-01-04,1,12,7912.3588999999965
2013-01-04,1,13,39611.49759999998
2013-01-04,1,14,14767.726499999988
2013-01-04,1,16,6266.443999999997
2013-01-04,1,17,8557.953300000003
2013-01-04,1,18,6817.8868999999995
2013-01-04,1,19,1055.6428000000003
2013-01-04,1,20,3481.321099999999
2013-01-04,1,21,7520.687899999999
2013-01-04,1,22,8313.552099999999
2013-01-04,1,23,17826.3983
2013-01-04,1,24,6377.143199999999
2013-01-04,1,25,6688.329199999999
2013-01-04,1,26,4360.470799999995
2013-01-04,1,27,1874.6159
2013-01-04,1,28,744.6584999999998
2013-01-04,1,29,5019.0659000000005
2013-01-04,1,30,2634.3786000000023
2013-01-04,1,31,3000.5354000000025
2013-01-04,1,32,4413.382300000005
2013-01-04,1,33,3880.5614000000014
2013-01-04,1,34,8521.672799999998
2013-01-04,1,35,2004.5124000000014
2013-01-04,1,36,1159.5533000000005
2013-01-04,1,37,3081.0673000000033
2013-01-04,1,38,88890.46549999998
2013-01-04,1,40,64675.37059999996
2013-01-04,1,41,373.7486000000001
2013-01-04,1,42,7658.910000000006
2013-01-04,1,44,4248.093200000004
2013-01-04,1,46,16577.509199999993
2013-01-04,1,48,817.4403
2013-01-04,1,49,10740.509000000002
2013-01-04,1,52,1783.9330999999981
2013-01-04,1,54,38.80020000000001
2013-01-04,1,55,12134.5255
2013-01-04,1,56,727.1945999999998
2013-01-04,1,58,2946.284899999999
2013-01-04,1,59,426.2285000000001
2013-01-04,1,60,1247.9480000000005
2013-01-04,1,67,7913.692800000001
2013-01-04,1,71,2818.1060999999986
2013-01-04,1,72,43255.61950000001
2013-01-04,1,74,12315.2958
2013-01-04,1,79,42840.42579999996
2013-01-04,1,80,18227.685200000004
2013-01-04,1,81,30760.710400000018
2013-01-04,1,82,20141.489199999993
2013-01-04,1,83,6081.764499999998
2013-01-04,1,85,3231.9017999999983
2013-01-04,1,87,61230.15610000005
2013-01-04,1,90,88494.60720000004
2013-01-04,1,91,67137.39800000002
2013-01-04,1,92,100000.0
2013-01-04,1,93,75760.74220000004
2013-01-04,1,94,63817.95960000005
2013-01-04,1,95,99885.20079999998
2013-01-04,1,96,30422.052700000004
2013-01-04,1,97,36386.33790000001
2013-01-04,1,98,11916.158600000002
2013-01-11,1,1,17988.801899999988
2013-01-11,1,2,45110.01709999998
2013-01-11,1,3,13003.001100000005
2013-01-11,1,4,36270.22120000002
2013-01-11,1,5,23002.084100000007
2013-01-11,1,6,2854.212299999999
2013-01-11,1,7,10750.294100000001
2013-01-11,1,8,35966.926400000004
2013-01-11,1,9,17602.71390000001
2013-01-11,1,10,26224.116300000005
2013-01-11,1,11,23428.73309999999
2013-01-11,1,12,7963.649699999994
2013-01-11,1,13,38202.46150000001
2013-01-11,1,14,15697.363399999997
2013-01-11,1,16,7356.0234
2013-01-11,1,17,8883.31280000001
2013-01-11,1,18,3490.7594
2013-01-11,1,19,850.8406000000009
2013-01-11,1,20,3902.352100000002
2013-01-11,1,21,7375.9064999999955
2013-01-11,1,22,8360.448199999995
2013-01-11,1,23,16400.90829999999
2013-01-11,1,24,4009.5791000000027
2013-01-11,1,25,6264.874399999998
2013-01-11,1,26,4306.113799999999
